,Price,Area,Facade,Building Line,Floors,Bedrooms,Pulish Time,Type,ID,Toilets,Direction,District
8778,246800,150.0,8.0,15.0,3,5,23/08/2022,Tin thường,batdongsan_so_com_vn_1670440122.9091215,5,,None
8781,11550,60.0,8.0,50.0,25,2,24/08/2022,Tin thường,batdongsan_so_com_vn_1670440129.726277,1,,None
8790,109000,50.0,4.0,5.0,4,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504169.8786726,None,,None
8797,59000,45.0,4.0,2.0,5,5,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504177.2194102,4,,None
8800,43200,43.0,3.0,9.0,4,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504186.4019318,4,,None
8802,200000,60.0,8.0,10.0,3,3,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504188.2982745,3,,None
8803,38500,40.0,4.0,6.0,5,3,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504189.284999,4,,None
8805,25555,99.0,99.0,25.0,29,3,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504191.4441967,3,,None
8806,6900,60.0,4.0,22.0,None,None,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504192.3328202,None, Tây bắc,None
8809,28500,26.0,3.0,4.0,3,3,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504213.8722742,2,,None
8811,52000,33.0,4.0,3.0,4,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504215.5820336,3,,None
8815,180000,80.0,5.0,4.0,8,2,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504224.7631223,9,,None
8819,87000,93.0,5.0,1.0,2,2,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504229.9103703,2,,None
8820,52000,58.0,4.0,2.0,4,3,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504230.763144,4,,None
8821,53000,36.0,3.0,2.0,5,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504231.5484958,4,,None
8822,53000,36.0,3.0,2.0,5,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504232.617984,4,,None
8823,580000,245.0,16.0,15.0,4,12,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504233.8138316,12,,None
8825,165000,95.0,5.0,24.0,4,None,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504236.8505862,None,,None
8827,146000,98.0,6.0,4.0,4,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504238.8315222,4,,None
8829,41500,43.0,4.0,3.0,4,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504260.2524664,3,,None
8830,76000,70.0,4.0,8.0,5,5,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504280.3470082,3,,Long Biên
8841,76000,116.0,7.0,3.0,3,5,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504292.71324,3,,Long Biên
8877,19000,70.0,7.0,30.0,19,2,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504377.945361,2,,None
8878,55000,96.0,4.0,5.0,1,1,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504378.8399234,1,,None
8880,65000,35.0,3.0,3.0,5,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504380.9165108,4,,None
8885,250000,650.0,15.0,5.0,3,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504386.6150017,None,,None
8886,33000,32.0,4.0,3.0,5,4,01/08/2022,Tin thường,batdongsan_so_com_vn_1670504387.3650165,4,,None
8893,36000,48.0,3.0,2.0,4,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504439.2685184,4,,None
8894,23500,32.0,4.0,2.0,3,2,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504440.4794588,None,,None
8899,40900,32.0,3.0,2.0,5,3,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504446.5833335,4,,None
8901,110000,90.0,4.0,24.0,5,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504448.9629722,4,,None
8905,45000,32.0,3.0,2.0,5,3,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504453.7206798,4,,None
8914,170000,75.0,6.0,8.0,6,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504486.4441693,4,,None
8917,195000,130.0,4.0,4.0,4,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504490.470779,3,,None
8918,125000,123.0,8.0,5.0,4,10,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504491.3315003,10,,None
8921,135000,100.0,2.0,4.0,4,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504495.146371,3,,None
8924,92000,95.0,6.0,3.0,5,4,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504498.058584,3,,None
8927,52000,33.0,3.0,3.0,5,3,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504501.5735278,5,,None
8931,115000,60.0,4.0,7.0,6,6,31/07/2022,Tin thường,batdongsan_so_com_vn_1670504528.0321426,5,,None
8934,139000,47.0,4.0,6.0,6,6,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504531.4301,5,,None
8935,15600,40.0,5.0,7.0,None,None,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504532.4424503,None,,None
8939,68000,57.0,4.0,3.0,4,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504536.502122,None,,None
8940,30000,42.0,4.0,2.0,4,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504537.4815023,6,,None
8941,144000,61.0,4.0,6.0,4,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504538.6204576,4,,None
8944,75000,50.0,4.0,5.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504546.8936107,3,,Long Biên
8945,85000,65.0,4.0,6.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504547.7712014,None,,None
8949,22000,28.0,3.0,3.0,1,1,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504574.7371035,1,,None
8950,30000,38.0,1.0,3.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504575.5093713,None,,None
8955,37000,41.0,3.0,2.0,5,6,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504585.0393128,3,,None
8959,12,84.0,6.0,11.0,4,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504590.5176725,4, Đông bắc,None
8960,86000,60.0,4.0,6.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504591.5130107,None,,None
8961,73000,40.0,3.0,5.0,7,6,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504592.865799,6,,None
8965,360000,185.0,22.0,21.0,3,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504600.4068067,4,,None
8967,38000,35.0,3.0,3.0,4,2,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504602.9644172,3,,None
8968,135000,100.0,2.0,4.0,4,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504623.3826246,3,,None
8970,47000,43.0,4.0,15.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504625.300297,4,,None
8971,33000,50.0,4.0,4.0,4,3,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504626.2185805,3,,None
8979,28500,32.0,4.0,2.0,5,3,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504636.414518,4,,None
8981,45000,65.0,4.0,2.0,3,3,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504651.245156,3,,None
8982,42000,56.0,7.0,1.0,None,None,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504652.5435953,None,,None
8983,540000,180.0,9.0,40.0,19,3,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504654.5039504,2,,None
8987,33000,40.0,4.0,1.0,5,4,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445226.6531775,3,,Hoài Đức
8988,74000,58.0,5.0,4.0,5,3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445228.8667202,4,,Hai Bà Trưng
8990,40000,34.0,3.0,4.0,3,3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445232.9029899,3,,Đống Đa
8991,76500,51.0,6.0,6.0,5,5,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445234.9982893,5,,Hà Đông
8996,29999,46.0,4.0,3.0,2,3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445245.653527,2,,Thanh Trì
9003,6,68.0,4.0,4.0,3,5,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445263.7605066,3,,Đống Đa
9008,250000,170.0,11.0,1.0,7,8,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504689.0877223,8,,Long Biên
9009,229000,100.0,4.0,15.0,6,6,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504689.8467307,6,,None
9011,40000,36.0,1.0,4.0,5,6,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504692.5454755,None,,None
9012,110000,75.0,5.0,25.0,5,4,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504693.4530475,5,,None
9013,47000,64.0,4.0,6.0,3,3,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504694.3705938,3,,None
9014,25000,36.0,4.0,6.0,2,2,30/07/2022,Tin thường,batdongsan_so_com_vn_1670504695.5459795,2,,None
9020,29000,36.0,3.0,3.0,5,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504702.2989087,3,,None
9021,85000,39.0,4.0,7.0,4,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504713.1403298,3, Tây bắc,Hà Đông
9022,255000,76.0,4.0,15.0,5,6,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504714.090782,5,,None
9025,150000,50.0,5.0,20.0,4,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504717.21443,4,,None
9026,140000,129.0,5.0,15.0,3,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504741.498365,3,,None
9033,36000,122.0,10.0,10.0,12,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504748.2400684,2,,None
9034,39000,48.0,3.0,2.0,3,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504749.0498676,2,,None
9039,45000,33.0,3.0,3.0,5,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504756.2021987,4,,None
9040,46000,40.0,4.0,4.0,5,6,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504756.9851456,7,,None
9041,50000,45.0,4.0,3.0,4,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504758.2866797,4,,None
9042,110000,45.0,4.0,8.0,6,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504760.162519,None,,None
9043,142000,108.0,5.0,9.0,2,2,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504761.1163077,2,,None
9050,18000,32.0,4.0,2.0,1,1,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504788.752882,1,,None
9051,4 ngàn VNĐ,45.0,5.0,4.0,4,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504790.3307202,3,,None
9052,47000,51.0,4.0,3.0,5,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504791.400897,4,,None
9054,45000,65.0,4.0,3.0,1,1,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504793.2732425,1,,None
9056,92000,55.0,4.0,10.0,5,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504795.85969,4,,None
9063,44000,36.0,3.0,2.0,3,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504804.4154358,3,,None
9065,74000,45.0,4.0,5.0,5,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504806.550782,None,,None
9067,44000,33.0,4.0,2.0,5,5,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504827.1918952,4,,None
9068,40000,25.0,2.0,8.0,1,1,29/07/2022,Tin thường,batdongsan_so_com_vn_1670504830.5070112,1,,None
9071,47000,40.0,4.0,4.0,5,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505144.0823593,3,,None
9072,90000,70.0,9.0,4.0,1,1,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505149.1076698,1,,None
9074,42000,45.0,3.0,2.0,4,4,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505153.6814134,3,,None
9075,24700,25.0,4.0,2.0,4,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505154.6970823,3,,None
9077,50000,50.0,1.0,4.0,5,6,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505160.0908043,None,,None
9078,21000,70.0,7.0,50.0,5,2,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505161.7873065,2,,None
9081,73000,56.0,5.0,8.0,5,7,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505169.3387916,4,,None
9083,87000,65.0,4.0,7.0,3,3,29/07/2022,Tin thường,batdongsan_so_com_vn_1670505175.4995923,3,,None
9089,41000,70.0,8.0,10.0,21,2,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505210.003616,1,,None
9091,42000,35.0,5.0,4.0,5,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505212.161969,4,,None
9095,69000,30.0,3.0,10.0,4,5,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505218.4896677,4,,None
9103,50000,48.0,7.0,2.0,3,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505229.3222542,2,,None
9104,95000,41.0,4.0,2.0,5,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505230.285652,4,,None
9108,260000,174.0,6.0,1.0,1,1,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505264.52271,1,,None
9109,260000,174.0,6.0,1.0,1,1,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505265.6995873,1,,None
9110,50000,47.0,3.0,3.0,5,6,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505266.601739,4,,None
9112,27000,56.0,6.0,2.0,3,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505268.726043,2,,None
9113,40000,42.0,4.0,3.0,5,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505271.856822,None,,None
9114,30000,70.0,5.0,4.0,2,None,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505272.9090092,None,,None
9115,38500,35.0,4.0,3.0,5,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505274.0632699,4, Đông nam,None
9116,37000,65.0,2.0,2.0,2,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505274.9440775,4,,None
9119,34000,35.0,6.0,3.0,5,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505278.193398,4,,None
9121,34000,35.0,6.0,3.0,5,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505283.7675827,4,,None
9124,13000,240.0,12.0,1.0,None,None,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505287.913718,None,,None
9125,48000,45.0,3.0,3.0,5,5,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505289.5308318,None,,None
9126,50000,38.0,1.0,10.0,4,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505304.471435,None,,None
9129,6 ngàn VNĐ,50.0,4.0,7.0,4,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505308.0896077,3,,None
9130,250000,140.0,5.0,20.0,4,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505309.928103,4,,None
9136,42000,32.0,4.0,8.0,5,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505323.3890345,4,,None
9138,80000,45.0,4.0,4.0,5,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505325.3702261,4,,None
9140,46000,71.0,4.0,20.0,4,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505327.791667,3,,None
9147,41500,40.0,4.0,3.0,3,3,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505360.070231,3,,None
9148,57000,60.0,5.0,3.0,5,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505360.835185,None,,None
9153,50000,42.0,1.0,6.0,6,6,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505366.457494,None,,None
9156,118000,110.0,5.0,3.0,None,None,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505369.6992588,None,,None
9158,106000,90.0,6.0,15.0,4,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505372.5856984,4,,None
9159,280000,160.0,8.0,15.0,5,8,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505374.9749188,8,,None
9160,16600,60.0,6.0,40.0,15,2,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505378.1530824,1,,None
9162,50000,43.0,4.0,1.0,4,4,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505380.9945223,None,,None
9163,60000,60.0,4.0,4.0,6,9,28/07/2022,Tin thường,batdongsan_so_com_vn_1670505381.9140632,9,,None
9165,76000,55.0,4.0,5.0,4,5,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505385.6544,6,,None
9169,59000,56.0,5.0,3.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505407.850223,4,,None
9171,21500,22.0,3.0,2.0,3,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505410.1105223,2,,Hà Đông
9173,30000,34.0,3.0,3.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505411.8588467,4,,None
9174,21500,22.0,3.0,2.0,3,2,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505412.7504613,2,,Hà Đông
9175,72000,90.0,6.0,8.0,1,1,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505413.6989253,1,,None
9176,35000,41.0,4.0,2.0,5,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505414.600574,4,,None
9177,35000,41.0,4.0,2.0,5,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505415.6130102,4,,None
9178,95000,60.0,5.0,8.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505417.2049277,5,,None
9180,123000,70.0,4.0,4.0,5,6,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505419.4441762,6,,None
9184,72000,90.0,6.0,8.0,1,1,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505424.5066886,1,,None
9185,34100,81.0,6.0,21.0,39,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505425.792574,2,,None
9186,260000,174.0,6.0,1.0,1,1,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505452.508807,1,,None
9187,43200,40.0,3.0,2.0,4,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505453.5759525,3,,None
9191,102000,75.0,5.0,20.0,5,8,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505458.449964,5,,None
9192,70000,30.0,4.0,2.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505459.5191052,None,,None
9193,43200,40.0,3.0,2.0,4,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505460.45959,3,,None
9194,51000,46.0,4.0,3.0,6,7,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505461.5197556,4,,None
9195,75000,70.0,4.0,4.0,1,8,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505466.7469532,8,,None
9204,40000,42.0,1.0,3.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505476.5241644,None,,None
9207,68500,45.0,4.0,3.0,5,None,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445333.871905,None,,Nam Từ Liêm
9209,310000,300.0,30.0,40.0,15,3,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445339.2542417,3,,Tây Hồ
9210,21500,34.0,3.0,3.0,2,2,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445340.945149,1, Đông nam,Hà Đông
9212,68500,45.0,4.0,3.0,5,None,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445346.7736719,None,,Hà Đông
9214,350000,80.0,5.0,20.0,8,10,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445352.7333708,10,,Cầu Giấy
9215,68500,45.0,4.0,3.0,5,None,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445355.1214378,None,,Nam Từ Liêm
9216,57000,70.0,3.0,4.0,3,3,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445358.0360966,3,,Hà Đông
9219,50000,42.0,6.0,3.0,5,4,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445364.6955676,3,,Cầu Giấy
9220,168000,53.0,5.0,15.0,8,6,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445366.9588501,7,,Cầu Giấy
9222,35500,110.0,14.0,3.0,3,3,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445372.2164462,2,,Hoài Đức
9224,42500,46.0,3.0,3.0,5,3,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445376.3834128,4,,Long Biên
9230,160000,107.0,4.0,4.0,4,6,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505506.9326274,5,,None
9237,75000,60.0,4.0,3.0,4,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505517.6849718,None,,None
9238,110000,50.0,3.0,9.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505518.614486,4,,None
9240,110000,102.0,7.0,4.0,3,5,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505520.6669655,5,,None
9243,57000,60.0,4.0,4.0,4,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505523.687535,None,,None
9247,72000,40.0,4.0,4.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505847.9062006,5,,None
9248,45,90.0,9.0,7.0,1,2,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505848.8536694,1,,None
9251,24800,25.0,4.0,2.0,4,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505851.5604703,3,,None
9252,100000,75.0,5.0,15.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505852.6575541,7, Đông nam,None
9254,41500,32.0,3.0,3.0,5,3,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505854.4491317,4,,None
9255,24000,30.0,4.0,1.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505855.4287074,4,,None
9256,52000,50.0,4.0,5.0,5,4,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505856.4309888,5,,None
9257,67000,55.0,4.0,3.0,4,5,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505857.4079003,6,,None
9258,67000,55.0,4.0,3.0,4,5,27/07/2022,Tin thường,batdongsan_so_com_vn_1670505858.4382381,6,,None
9261,150000,50.0,4.0,7.0,6,6,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505862.094294,5,,None
9262,62000,60.0,5.0,3.0,5,5,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505863.0082479,6,,None
9264,158000,76.0,5.0,3.0,7,8,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505864.8549812,9,,None
9265,57500,60.0,6.0,4.0,5,9,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505865.6857035,9,,None
9266,57500,60.0,6.0,4.0,5,9,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505888.7821574,9,,None
9267,86000,50.0,4.0,4.0,None,None,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505889.6308253,None,,None
9282,550000,489.0,15.0,10.0,3,8,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505914.0441682,5,,Long Biên
9283,184000,68.0,5.0,6.0,6,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505915.1227524,5,,None
9285,43000,45.0,4.0,2.0,5,3,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505936.8440135,4,,None
9290,82000,60.0,4.0,8.0,4,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505942.880121,4,,None
9291,228000,95.0,8.0,8.0,5,6,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505943.8040183,5,,None
9300,36000,32.0,3.0,3.0,5,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505954.281992,4,,None
9301,39500,36.0,3.0,2.0,5,3,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505956.1417334,4,,None
9304,57000,39.0,3.0,2.0,5,6,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505962.4435272,5,,None
9307,228000,81.0,5.0,15.0,6,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505986.3893864,5,,None
9309,85000,55.0,5.0,6.0,6,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505988.3553927,4,,None
9311,44800,35.0,4.0,4.0,4,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505990.366019,4,,None
9312,119000,55.0,4.0,6.0,5,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505993.9177291,4,,None
9314,119000,52.0,4.0,6.0,5,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505997.0085392,4,,None
9315,41500,45.0,4.0,3.0,3,4,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505997.8881874,3,,None
9316,33500,42.0,4.0,3.0,5,3,26/07/2022,Tin thường,batdongsan_so_com_vn_1670505998.8964906,4,,None
9317,62000,40.0,4.0,5.0,5,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670505999.8550155,None,,None
9318,45000,45.0,3.0,4.0,5,6,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506000.6279478,4,,None
9322,398000,103.0,6.0,20.0,4,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506004.9723594,4,,None
9323,56000,38.0,9.0,3.0,6,5,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506006.0913925,None,,None
9325,30000,41.0,4.0,5.0,4,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506027.1837616,3,,None
9328,43800,40.0,4.0,3.0,5,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506034.272415,4,,None
9336,25000,30.0,3.0,2.0,5,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506044.3566587,4,,None
9337,20000,42.0,4.0,4.0,3,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506045.5795634,3,,None
9339,65000,48.6,3.0,5.0,4,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506047.8216112,3, Đông nam,Hà Đông
9341,95000,50.0,4.0,7.0,5,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506049.6975513,4,,None
9343,50000,34.0,4.0,2.0,5,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506053.865248,4,,None
9346,14000,29.0,3.0,5.0,1,1,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506076.2979171,1,,None
9347,120000,45.0,4.0,4.0,7,6,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506077.313202,6,,None
9348,35500,31.0,3.0,4.0,5,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506080.7171502,3,,None
9351,41200,36.0,3.0,3.0,5,3,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506084.8347447,4,,None
9356,125000,47.0,5.0,4.0,6,8,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506095.3333187,7,,None
9360,34800,33.0,4.0,1.0,4,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506108.0378268,3,,None
9361,30000,30.0,5.0,5.0,4,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506109.2196705,4,,None
9366,40000,32.0,1.0,3.0,5,4,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506132.0739594,None,,None
9367,46000,37.0,3.0,20.0,6,5,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506133.0772727,4,,None
9370,25500,34.0,3.0,2.0,1,1,25/07/2022,Tin thường,batdongsan_so_com_vn_1670506136.2955768,1,,None
9377,56500,50.0,4.0,1.0,4,4,24/07/2022,Tin thường,batdongsan_so_com_vn_1670506149.6898406,4,,None
